Date,Product_Name,Category,Cost_Price,Selling_Price,Inventory_Start,Restock_Received,Units_Sold,Inventory_End,Is_Promotion_Active
2025-11-19,Napkins,Household,1.00,2.00,11,40,10,41,TRUE
2025-11-19,Disposable Plates,Household,1.50,3.00,9,20,5,24,TRUE
2025-11-19,Cleaning Spray,Household,2.00,4.00,14,0,3,11,FALSE
2025-11-19,Pens,Stationery,0.50,2.00,12,0,1,11,FALSE
2025-11-19,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-19,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-19,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-19,AA Batteries,Stationery,1.50,4.99,16,0,6,10,FALSE
2025-11-19,Hand Soap,Personal,1.20,2.50,8,12,3,17,FALSE
2025-11-19,Canned Tuna,Pantry,0.90,1.50,12,0,4,8,FALSE
2025-11-19,Seasonal Decor,Seasonal,2.50,5.00,22,0,20,2,TRUE
2025-11-20,Water Bottles,Beverages,0.85,1.00,83,0,5,78,FALSE
2025-11-20,Soft Drinks,Beverages,0.90,1.25,81,0,3,78,FALSE
2025-11-20,Energy Drinks,Beverages,1.50,2.50,36,0,3,33,FALSE
2025-11-20,Cheap Chocolates,Snacks,0.40,1.00,69,40,10,99,FALSE
2025-11-20,Gums,Snacks,0.30,1.25,96,0,4,92,FALSE
2025-11-20,Dog Treats,Snacks,2.00,4.50,15,0,2,13,FALSE
2025-11-20,Garbage Bags,Household,3.00,5.50,43,0,3,40,FALSE
2025-11-20,Sponges,Household,0.50,1.50,46,0,2,44,FALSE
2025-11-20,Aluminum Foil,Household,1.80,3.00,26,0,2,24,FALSE
2025-11-20,Napkins,Household,1.00,2.00,41,0,10,31,TRUE
2025-11-20,Disposable Plates,Household,1.50,3.00,24,0,8,16,TRUE
2025-11-20,Cleaning Spray,Household,2.00,4.00,11,0,3,8,FALSE
2025-11-20,Pens,Stationery,0.50,2.00,11,0,1,10,FALSE
2025-11-20,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-20,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-20,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-20,AA Batteries,Stationery,1.50,4.99,10,20,8,22,FALSE
2025-11-20,Hand Soap,Personal,1.20,2.50,17,0,3,14,FALSE
2025-11-20,Canned Tuna,Pantry,0.90,1.50,8,24,5,27,FALSE
2025-11-20,Seasonal Decor,Seasonal,2.50,5.00,2,50,40,12,TRUE
2025-11-21,Water Bottles,Beverages,0.85,1.00,78,0,5,73,FALSE
2025-11-21,Soft Drinks,Beverages,0.90,1.25,78,0,3,75,FALSE
2025-11-21,Energy Drinks,Beverages,1.50,2.50,33,0,3,30,FALSE
2025-11-21,Cheap Chocolates,Snacks,0.40,1.00,99,0,8,91,FALSE
2025-11-21,Gums,Snacks,0.30,1.25,92,0,5,87,FALSE
2025-11-21,Dog Treats,Snacks,2.00,4.50,13,0,3,10,FALSE
2025-11-21,Garbage Bags,Household,3.00,5.50,40,0,3,37,FALSE
2025-11-21,Sponges,Household,0.50,1.50,44,0,3,41,FALSE
2025-11-21,Aluminum Foil,Household,1.80,3.00,24,0,3,21,FALSE
2025-11-21,Napkins,Household,1.00,2.00,31,0,10,21,TRUE
2025-11-21,Disposable Plates,Household,1.50,3.00,16,0,6,10,TRUE
2025-11-21,Cleaning Spray,Household,2.00,4.00,8,12,4,16,FALSE
2025-11-21,Pens,Stationery,0.50,2.00,10,0,1,9,FALSE
2025-11-21,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-21,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-21,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-21,AA Batteries,Stationery,1.50,4.99,22,0,8,14,FALSE
2025-11-21,Hand Soap,Personal,1.20,2.50,14,0,3,11,FALSE
2025-11-21,Canned Tuna,Pantry,0.90,1.50,27,0,6,21,FALSE
2025-11-21,Seasonal Decor,Seasonal,2.50,5.00,12,0,12,0,TRUE
2025-11-22,Water Bottles,Beverages,0.85,1.00,73,0,5,68,FALSE
2025-11-22,Soft Drinks,Beverages,0.90,1.25,75,0,2,73,FALSE
2025-11-22,Energy Drinks,Beverages,1.50,2.50,30,0,3,27,FALSE
2025-11-22,Cheap Chocolates,Snacks,0.40,1.00,91,0,10,81,FALSE
2025-11-22,Gums,Snacks,0.30,1.25,87,0,4,83,FALSE
2025-11-22,Dog Treats,Snacks,2.00,4.50,10,12,3,19,FALSE
2025-11-22,Garbage Bags,Household,3.00,5.50,37,0,3,34,FALSE
2025-11-22,Sponges,Household,0.50,1.50,41,0,2,39,FALSE
2025-11-22,Aluminum Foil,Household,1.80,3.00,21,10,4,27,FALSE
2025-11-22,Napkins,Household,1.00,2.00,21,0,8,13,TRUE
2025-11-22,Disposable Plates,Household,1.50,3.00,10,0,5,5,TRUE
2025-11-22,Cleaning Spray,Household,2.00,4.00,16,0,3,13,FALSE
2025-11-22,Pens,Stationery,0.50,2.00,9,0,1,8,FALSE
2025-11-22,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-22,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-22,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-22,AA Batteries,Stationery,1.50,4.99,14,0,8,6,FALSE
2025-11-22,Hand Soap,Personal,1.20,2.50,11,0,3,8,FALSE
2025-11-22,Canned Tuna,Pantry,0.90,1.50,21,0,5,16,FALSE
2025-11-22,Seasonal Decor,Seasonal,2.50,5.00,0,50,45,5,TRUE
2025-11-23,Water Bottles,Beverages,0.85,1.00,68,40,4,104,FALSE
2025-11-23,Soft Drinks,Beverages,0.90,1.25,73,0,2,71,FALSE
2025-11-23,Energy Drinks,Beverages,1.50,2.50,27,0,2,25,FALSE
2025-11-23,Cheap Chocolates,Snacks,0.40,1.00,81,0,10,71,FALSE
2025-11-23,Gums,Snacks,0.30,1.25,83,0,4,79,FALSE
2025-11-23,Dog Treats,Snacks,2.00,4.50,19,0,3,16,FALSE
2025-11-23,Garbage Bags,Household,3.00,5.50,34,20,4,50,FALSE
2025-11-23,Sponges,Household,0.50,1.50,39,0,3,36,FALSE
2025-11-23,Aluminum Foil,Household,1.80,3.00,27,0,3,24,FALSE
2025-11-23,Napkins,Household,1.00,2.00,13,40,12,41,TRUE
2025-11-23,Disposable Plates,Household,1.50,3.00,5,20,8,17,TRUE
2025-11-23,Cleaning Spray,Household,2.00,4.00,13,0,3,10,FALSE
2025-11-23,Pens,Stationery,0.50,2.00,8,0,1,7,FALSE
2025-11-23,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-23,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-23,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-23,AA Batteries,Stationery,1.50,4.99,6,20,10,16,FALSE
2025-11-23,Hand Soap,Personal,1.20,2.50,8,12,3,17,FALSE
2025-11-23,Canned Tuna,Pantry,0.90,1.50,16,0,4,12,FALSE
2025-11-23,Seasonal Decor,Seasonal,2.50,5.00,5,0,5,0,TRUE
2025-11-24,Water Bottles,Beverages,0.85,1.00,104,0,4,100,FALSE
2025-11-24,Soft Drinks,Beverages,0.90,1.25,71,0,2,69,FALSE
2025-11-24,Energy Drinks,Beverages,1.50,2.50,25,0,2,23,FALSE
2025-11-24,Cheap Chocolates,Snacks,0.40,1.00,71,0,8,63,FALSE
2025-11-24,Gums,Snacks,0.30,1.25,79,0,4,75,FALSE
2025-11-24,Dog Treats,Snacks,2.00,4.50,16,0,2,14,FALSE
2025-11-24,Garbage Bags,Household,3.00,5.50,50,0,4,46,FALSE
2025-11-24,Sponges,Household,0.50,1.50,36,0,2,34,FALSE
2025-11-24,Aluminum Foil,Household,1.80,3.00,24,0,2,22,FALSE
2025-11-24,Napkins,Household,1.00,2.00,41,0,10,31,TRUE
2025-11-24,Disposable Plates,Household,1.50,3.00,17,0,6,11,TRUE
2025-11-24,Cleaning Spray,Household,2.00,4.00,10,12,3,19,FALSE
2025-11-24,Pens,Stationery,0.50,2.00,7,0,1,6,FALSE
2025-11-24,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-24,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-24,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-24,AA Batteries,Stationery,1.50,4.99,16,0,10,6,FALSE
2025-11-24,Hand Soap,Personal,1.20,2.50,17,0,3,14,FALSE
2025-11-24,Canned Tuna,Pantry,0.90,1.50,12,0,5,7,FALSE
2025-11-24,Seasonal Decor,Seasonal,2.50,5.00,0,60,50,10,TRUE
2025-11-25,Water Bottles,Beverages,0.85,1.00,100,0,4,96,FALSE
2025-11-25,Soft Drinks,Beverages,0.90,1.25,69,0,2,67,FALSE
2025-11-25,Energy Drinks,Beverages,1.50,2.50,23,0,2,21,FALSE
2025-11-25,Cheap Chocolates,Snacks,0.40,1.00,63,40,12,91,FALSE
2025-11-25,Gums,Snacks,0.30,1.25,75,40,6,109,FALSE
2025-11-25,Dog Treats,Snacks,2.00,4.50,14,0,2,12,FALSE
2025-11-25,Garbage Bags,Household,3.00,5.50,46,0,4,42,FALSE
2025-11-25,Sponges,Household,0.50,1.50,34,0,2,32,FALSE
2025-11-25,Aluminum Foil,Household,1.80,3.00,22,0,2,20,FALSE
2025-11-25,Napkins,Household,1.00,2.00,31,0,12,19,TRUE
2025-11-25,Disposable Plates,Household,1.50,3.00,11,0,5,6,TRUE
2025-11-25,Cleaning Spray,Household,2.00,4.00,19,0,3,16,FALSE
2025-11-25,Pens,Stationery,0.50,2.00,6,0,1,5,FALSE
2025-11-25,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-25,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-25,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-25,AA Batteries,Stationery,1.50,4.99,6,20,15,11,FALSE
2025-11-25,Hand Soap,Personal,1.20,2.50,14,0,2,12,FALSE
2025-11-25,Canned Tuna,Pantry,0.90,1.50,7,24,6,25,FALSE
2025-11-25,Seasonal Decor,Seasonal,2.50,5.00,10,0,10,0,TRUE
2025-11-26,Water Bottles,Beverages,0.85,1.00,96,0,5,91,FALSE
2025-11-26,Soft Drinks,Beverages,0.90,1.25,67,0,2,65,FALSE
2025-11-26,Energy Drinks,Beverages,1.50,2.50,21,0,2,19,FALSE
2025-11-26,Cheap Chocolates,Snacks,0.40,1.00,91,0,10,81,FALSE
2025-11-26,Gums,Snacks,0.30,1.25,109,0,5,104,FALSE
2025-11-26,Dog Treats,Snacks,2.00,4.50,12,0,2,10,FALSE
2025-11-26,Garbage Bags,Household,3.00,5.50,42,0,3,39,FALSE
2025-11-26,Sponges,Household,0.50,1.50,32,20,3,49,FALSE
2025-11-26,Aluminum Foil,Household,1.80,3.00,20,10,4,26,FALSE
2025-11-26,Napkins,Household,1.00,2.00,19,0,8,11,TRUE
2025-11-26,Disposable Plates,Household,1.50,3.00,6,20,8,18,TRUE
2025-11-26,Cleaning Spray,Household,2.00,4.00,16,0,3,13,FALSE
2025-11-26,Pens,Stationery,0.50,2.00,5,0,1,4,FALSE
2025-11-26,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-26,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-26,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-26,AA Batteries,Stationery,1.50,4.99,11,0,10,1,FALSE
2025-11-26,Hand Soap,Personal,1.20,2.50,12,0,2,10,FALSE
2025-11-26,Canned Tuna,Pantry,0.90,1.50,25,0,4,21,FALSE
2025-11-26,Seasonal Decor,Seasonal,2.50,5.00,0,80,60,20,TRUE
2025-11-27,Water Bottles,Beverages,0.85,1.00,91,0,5,86,FALSE
2025-11-27,Soft Drinks,Beverages,0.90,1.25,65,0,2,63,FALSE
2025-11-27,Energy Drinks,Beverages,1.50,2.50,19,0,2,17,FALSE
2025-11-27,Cheap Chocolates,Snacks,0.40,1.00,81,0,15,66,FALSE
2025-11-27,Gums,Snacks,0.30,1.25,104,0,5,99,FALSE
2025-11-27,Dog Treats,Snacks,2.00,4.50,10,12,3,19,FALSE
2025-11-27,Garbage Bags,Household,3.00,5.50,39,0,3,36,FALSE
2025-11-27,Sponges,Household,0.50,1.50,49,0,2,47,FALSE
2025-11-27,Aluminum Foil,Household,1.80,3.00,26,0,3,23,FALSE
2025-11-27,Napkins,Household,1.00,2.00,11,40,12,39,TRUE
2025-11-27,Disposable Plates,Household,1.50,3.00,18,0,8,10,TRUE
2025-11-27,Cleaning Spray,Household,2.00,4.00,13,0,3,10,FALSE
2025-11-27,Pens,Stationery,0.50,2.00,4,20,1,23,FALSE
2025-11-27,Notebooks,Stationery,1.00,3.00,6,0,0,6,FALSE
2025-11-27,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-27,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-27,AA Batteries,Stationery,1.50,4.99,1,20,15,6,FALSE
2025-11-27,Hand Soap,Personal,1.20,2.50,10,12,3,19,FALSE
2025-11-27,Canned Tuna,Pantry,0.90,1.50,21,0,5,16,FALSE
2025-11-27,Seasonal Decor,Seasonal,2.50,5.00,20,0,20,0,TRUE
2025-11-28,Water Bottles,Beverages,0.85,1.00,86,0,5,81,TRUE
2025-11-28,Soft Drinks,Beverages,0.90,1.25,63,0,2,61,TRUE
2025-11-28,Energy Drinks,Beverages,1.50,2.50,17,0,2,15,FALSE
2025-11-28,Cheap Chocolates,Snacks,0.40,1.00,66,0,35,31,TRUE
2025-11-28,Gums,Snacks,0.30,1.25,99,0,6,93,FALSE
2025-11-28,Dog Treats,Snacks,2.00,4.50,19,0,3,16,FALSE
2025-11-28,Garbage Bags,Household,3.00,5.50,36,0,4,32,FALSE
2025-11-28,Sponges,Household,0.50,1.50,47,0,3,44,FALSE
2025-11-28,Aluminum Foil,Household,1.80,3.00,23,0,4,19,FALSE
2025-11-28,Napkins,Household,1.00,2.00,39,0,15,24,TRUE
2025-11-28,Disposable Plates,Household,1.50,3.00,10,0,10,0,TRUE
2025-11-28,Cleaning Spray,Household,2.00,4.00,10,0,3,7,FALSE
2025-11-28,Pens,Stationery,0.50,2.00,23,0,2,21,FALSE
2025-11-28,Notebooks,Stationery,1.00,3.00,6,0,1,5,FALSE
2025-11-28,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-28,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-28,AA Batteries,Stationery,1.50,4.99,6,0,6,0,FALSE
2025-11-28,Hand Soap,Personal,1.20,2.50,19,0,3,16,FALSE
2025-11-28,Canned Tuna,Pantry,0.90,1.50,16,0,5,11,FALSE
2025-11-28,Seasonal Decor,Seasonal,2.50,5.00,0,100,85,15,TRUE
2025-11-29,Water Bottles,Beverages,0.85,1.00,81,0,5,76,FALSE
2025-11-29,Soft Drinks,Beverages,0.90,1.25,61,0,2,59,FALSE
2025-11-29,Energy Drinks,Beverages,1.50,2.50,15,0,2,13,FALSE
2025-11-29,Cheap Chocolates,Snacks,0.40,1.00,31,0,15,16,FALSE
2025-11-29,Gums,Snacks,0.30,1.25,93,0,4,89,FALSE
2025-11-29,Dog Treats,Snacks,2.00,4.50,16,0,2,14,FALSE
2025-11-29,Garbage Bags,Household,3.00,5.50,32,0,3,29,FALSE
2025-11-29,Sponges,Household,0.50,1.50,44,0,2,42,FALSE
2025-11-29,Aluminum Foil,Household,1.80,3.00,19,10,3,26,FALSE
2025-11-29,Napkins,Household,1.00,2.00,24,0,10,14,TRUE
2025-11-29,Disposable Plates,Household,1.50,3.00,0,20,10,10,TRUE
2025-11-29,Cleaning Spray,Household,2.00,4.00,7,12,3,16,FALSE
2025-11-29,Pens,Stationery,0.50,2.00,21,0,1,20,FALSE
2025-11-29,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-11-29,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-29,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-29,AA Batteries,Stationery,1.50,4.99,0,40,25,15,FALSE
2025-11-29,Hand Soap,Personal,1.20,2.50,16,0,3,13,FALSE
2025-11-29,Canned Tuna,Pantry,0.90,1.50,11,0,4,7,FALSE
2025-11-29,Seasonal Decor,Seasonal,2.50,5.00,15,0,15,0,TRUE
2025-11-30,Water Bottles,Beverages,0.85,1.00,76,0,5,71,FALSE
2025-11-30,Soft Drinks,Beverages,0.90,1.25,59,0,2,57,FALSE
2025-11-30,Energy Drinks,Beverages,1.50,2.50,13,24,3,34,FALSE
2025-11-30,Cheap Chocolates,Snacks,0.40,1.00,16,0,8,8,FALSE
2025-11-30,Gums,Snacks,0.30,1.25,89,0,4,85,FALSE
2025-11-30,Dog Treats,Snacks,2.00,4.50,14,0,2,12,FALSE
2025-11-30,Garbage Bags,Household,3.00,5.50,29,0,3,26,FALSE
2025-11-30,Sponges,Household,0.50,1.50,42,0,2,40,FALSE
2025-11-30,Aluminum Foil,Household,1.80,3.00,26,0,2,24,FALSE
2025-11-30,Napkins,Household,1.00,2.00,14,0,8,6,TRUE
2025-11-30,Disposable Plates,Household,1.50,3.00,10,0,6,4,TRUE
2025-11-30,Cleaning Spray,Household,2.00,4.00,16,0,3,13,FALSE
2025-11-30,Pens,Stationery,0.50,2.00,20,0,1,19,FALSE
2025-11-30,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-11-30,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-11-30,Superglue,Stationery,0.40,1.50,7,0,0,7,FALSE
2025-11-30,AA Batteries,Stationery,1.50,4.99,15,0,8,7,FALSE
2025-11-30,Hand Soap,Personal,1.20,2.50,13,0,2,11,FALSE
2025-11-30,Canned Tuna,Pantry,0.90,1.50,7,24,4,27,FALSE
2025-11-30,Seasonal Decor,Seasonal,2.50,5.00,0,100,60,40,TRUE
2025-12-01,Water Bottles,Beverages,0.85,1.00,71,0,5,66,FALSE
2025-12-01,Soft Drinks,Beverages,0.90,1.25,57,0,3,54,FALSE
2025-12-01,Energy Drinks,Beverages,1.50,2.50,34,0,3,31,FALSE
2025-12-01,Cheap Chocolates,Snacks,0.40,1.00,8,40,15,33,TRUE
2025-12-01,Gums,Snacks,0.30,1.25,85,0,5,80,FALSE
2025-12-01,Dog Treats,Snacks,2.00,4.50,12,0,2,10,FALSE
2025-12-01,Garbage Bags,Household,3.00,5.50,26,20,4,42,FALSE
2025-12-01,Sponges,Household,0.50,1.50,40,0,3,37,FALSE
2025-12-01,Aluminum Foil,Household,1.80,3.00,24,0,3,21,FALSE
2025-12-01,Napkins,Household,1.00,2.00,6,40,25,21,TRUE
2025-12-01,Disposable Plates,Household,1.50,3.00,4,20,15,9,TRUE
2025-12-01,Cleaning Spray,Household,2.00,4.00,13,0,3,10,FALSE
2025-12-01,Pens,Stationery,0.50,2.00,19,0,2,17,FALSE
2025-12-01,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-12-01,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-12-01,Superglue,Stationery,0.40,1.50,7,0,1,6,FALSE
2025-12-01,AA Batteries,Stationery,1.50,4.99,7,20,15,12,FALSE
2025-12-01,Hand Soap,Personal,1.20,2.50,11,0,3,8,FALSE
2025-12-01,Canned Tuna,Pantry,0.90,1.50,27,0,5,22,FALSE
2025-12-01,Seasonal Decor,Seasonal,2.50,5.00,40,50,45,45,TRUE
2025-12-02,Water Bottles,Beverages,0.85,1.00,66,0,4,62,FALSE
2025-12-02,Soft Drinks,Beverages,0.90,1.25,54,0,2,52,FALSE
2025-12-02,Energy Drinks,Beverages,1.50,2.50,31,0,2,29,FALSE
2025-12-02,Cheap Chocolates,Snacks,0.40,1.00,33,40,20,53,TRUE
2025-12-02,Gums,Snacks,0.30,1.25,80,0,5,75,FALSE
2025-12-02,Dog Treats,Snacks,2.00,4.50,10,0,2,8,FALSE
2025-12-02,Garbage Bags,Household,3.00,5.50,42,0,3,39,FALSE
2025-12-02,Sponges,Household,0.50,1.50,37,0,3,34,FALSE
2025-12-02,Aluminum Foil,Household,1.80,3.00,21,10,5,26,FALSE
2025-12-02,Napkins,Household,1.00,2.00,21,0,15,6,TRUE
2025-12-02,Disposable Plates,Household,1.50,3.00,9,20,15,14,TRUE
2025-12-02,Cleaning Spray,Household,2.00,4.00,10,0,3,7,FALSE
2025-12-02,Pens,Stationery,0.50,2.00,17,0,1,16,FALSE
2025-12-02,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-12-02,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-12-02,Superglue,Stationery,0.40,1.50,6,0,1,5,FALSE
2025-12-02,AA Batteries,Stationery,1.50,4.99,12,20,15,17,FALSE
2025-12-02,Hand Soap,Personal,1.20,2.50,8,12,3,17,FALSE
2025-12-02,Canned Tuna,Pantry,0.90,1.50,22,0,4,18,FALSE
2025-12-02,Seasonal Decor,Seasonal,2.50,5.00,45,50,50,45,TRUE
2025-12-03,Water Bottles,Beverages,0.85,1.00,62,0,4,58,FALSE
2025-12-03,Soft Drinks,Beverages,0.90,1.25,52,0,2,50,FALSE
2025-12-03,Energy Drinks,Beverages,1.50,2.50,29,0,3,26,FALSE
2025-12-03,Cheap Chocolates,Snacks,0.40,1.00,53,0,15,38,TRUE
2025-12-03,Gums,Snacks,0.30,1.25,75,0,4,71,FALSE
2025-12-03,Dog Treats,Snacks,2.00,4.50,8,12,3,17,FALSE
2025-12-03,Garbage Bags,Household,3.00,5.50,39,0,3,36,FALSE
2025-12-03,Sponges,Household,0.50,1.50,34,0,2,32,FALSE
2025-12-03,Aluminum Foil,Household,1.80,3.00,26,0,4,22,FALSE
2025-12-03,Napkins,Household,1.00,2.00,6,40,25,21,TRUE
2025-12-03,Disposable Plates,Household,1.50,3.00,14,0,12,2,TRUE
2025-12-03,Cleaning Spray,Household,2.00,4.00,7,12,3,16,FALSE
2025-12-03,Pens,Stationery,0.50,2.00,16,0,1,15,FALSE
2025-12-03,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-12-03,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-12-03,Superglue,Stationery,0.40,1.50,5,0,1,4,FALSE
2025-12-03,AA Batteries,Stationery,1.50,4.99,17,0,15,2,FALSE
2025-12-03,Hand Soap,Personal,1.20,2.50,17,0,3,14,FALSE
2025-12-03,Canned Tuna,Pantry,0.90,1.50,18,0,5,13,FALSE
2025-12-03,Seasonal Decor,Seasonal,2.50,5.00,45,50,55,40,TRUE
2025-12-04,Water Bottles,Beverages,0.85,1.00,58,0,3,55,FALSE
2025-12-04,Soft Drinks,Beverages,0.90,1.25,50,0,2,48,FALSE
2025-12-04,Energy Drinks,Beverages,1.50,2.50,26,0,2,24,FALSE
2025-12-04,Cheap Chocolates,Snacks,0.40,1.00,38,40,15,63,TRUE
2025-12-04,Gums,Snacks,0.30,1.25,71,0,4,67,FALSE
2025-12-04,Dog Treats,Snacks,2.00,4.50,17,0,2,15,FALSE
2025-12-04,Garbage Bags,Household,3.00,5.50,36,0,3,33,FALSE
2025-12-04,Sponges,Household,0.50,1.50,32,0,2,30,FALSE
2025-12-04,Aluminum Foil,Household,1.80,3.00,22,0,3,19,FALSE
2025-12-04,Napkins,Household,1.00,2.00,21,0,15,6,TRUE
2025-12-04,Disposable Plates,Household,1.50,3.00,2,20,10,12,TRUE
2025-12-04,Cleaning Spray,Household,2.00,4.00,16,0,3,13,FALSE
2025-12-04,Pens,Stationery,0.50,2.00,15,0,1,14,FALSE
2025-12-04,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-12-04,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-12-04,Superglue,Stationery,0.40,1.50,4,10,2,12,FALSE
2025-12-04,AA Batteries,Stationery,1.50,4.99,2,20,10,12,FALSE
2025-12-04,Hand Soap,Personal,1.20,2.50,14,0,2,12,FALSE
2025-12-04,Canned Tuna,Pantry,0.90,1.50,13,0,3,10,FALSE
2025-12-04,Seasonal Decor,Seasonal,2.50,5.00,40,60,60,40,TRUE
2025-12-05,Water Bottles,Beverages,0.85,1.00,55,0,3,52,FALSE
2025-12-05,Soft Drinks,Beverages,0.90,1.25,48,0,2,46,FALSE
2025-12-05,Energy Drinks,Beverages,1.50,2.50,24,0,2,22,FALSE
2025-12-05,Cheap Chocolates,Snacks,0.40,1.00,63,0,18,45,TRUE
2025-12-05,Gums,Snacks,0.30,1.25,67,0,4,63,FALSE
2025-12-05,Dog Treats,Snacks,2.00,4.50,15,0,2,13,FALSE
2025-12-05,Garbage Bags,Household,3.00,5.50,33,0,3,30,FALSE
2025-12-05,Sponges,Household,0.50,1.50,30,20,3,47,FALSE
2025-12-05,Aluminum Foil,Household,1.80,3.00,19,10,4,25,FALSE
2025-12-05,Napkins,Household,1.00,2.00,6,40,25,21,TRUE
2025-12-05,Disposable Plates,Household,1.50,3.00,12,0,8,4,TRUE
2025-12-05,Cleaning Spray,Household,2.00,4.00,13,0,3,10,FALSE
2025-12-05,Pens,Stationery,0.50,2.00,14,0,1,13,FALSE
2025-12-05,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-12-05,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-12-05,Superglue,Stationery,0.40,1.50,12,0,1,11,FALSE
2025-12-05,AA Batteries,Stationery,1.50,4.99,12,20,15,17,FALSE
2025-12-05,Hand Soap,Personal,1.20,2.50,12,0,2,10,FALSE
2025-12-05,Canned Tuna,Pantry,0.90,1.50,10,24,6,28,FALSE
2025-12-05,Seasonal Decor,Seasonal,2.50,5.00,40,60,65,35,TRUE
2025-12-06,Water Bottles,Beverages,0.85,1.00,52,0,3,49,FALSE
2025-12-06,Soft Drinks,Beverages,0.90,1.25,46,0,2,44,FALSE
2025-12-06,Energy Drinks,Beverages,1.50,2.50,22,0,2,20,FALSE
2025-12-06,Cheap Chocolates,Snacks,0.40,1.00,45,40,20,65,TRUE
2025-12-06,Gums,Snacks,0.30,1.25,63,40,5,98,FALSE
2025-12-06,Dog Treats,Snacks,2.00,4.50,13,0,2,11,FALSE
2025-12-06,Garbage Bags,Household,3.00,5.50,30,20,4,46,FALSE
2025-12-06,Sponges,Household,0.50,1.50,47,0,2,45,FALSE
2025-12-06,Aluminum Foil,Household,1.80,3.00,25,0,4,21,FALSE
2025-12-06,Napkins,Household,1.00,2.00,21,0,15,6,TRUE
2025-12-06,Disposable Plates,Household,1.50,3.00,4,20,12,12,TRUE
2025-12-06,Cleaning Spray,Household,2.00,4.00,10,12,3,19,FALSE
2025-12-06,Pens,Stationery,0.50,2.00,13,0,1,12,FALSE
2025-12-06,Notebooks,Stationery,1.00,3.00,5,0,0,5,FALSE
2025-12-06,Pads,Stationery,0.80,2.50,5,0,0,5,FALSE
2025-12-06,Superglue,Stationery,0.40,1.50,11,0,1,10,FALSE
2025-12-06,AA Batteries,Stationery,1.50,4.99,17,0,15,2,FALSE
2025-12-06,Hand Soap,Personal,1.20,2.50,10,12,3,19,FALSE
2025-12-06,Canned Tuna,Pantry,0.90,1.50,28,0,5,23,FALSE
2025-12-06,Seasonal Decor,Seasonal,2.50,5.00,35,60,65,30,TRUE
2025-12-07,Water Bottles,Beverages,0.85,1.00,49,0,3,46,FALSE
2025-12-07,Soft Drinks,Beverages,0.90,1.25,44,0,2,42,FALSE
2025-12-07,Energy Drinks,Beverages,1.50,2.50,20,0,2,18,FALSE
